step,count_supply,gov_wealth,construction_wealth,company_wealth,bank_wealth,calculate_houses_prices_perm2,supply_volume,demand_volume,calculate_prices_in_supply,irs,vat,irc,subsidyRate,salaryRate,births,breakups,deaths,children_leaving_home
1766,1373,1.0362049945808738e8,3.1780800290297788e7,3.634892620731022e7,8.78709124012963e7,1237.614664890277,1373,1085,3075.3295549356094,0.8600000000000004,0.7100000000000004,0.2,0.4399999999999995,0.26999999999999935,6096,205,3495,6114
1767,1374,1.0360330026017666e8,3.1780800290297788e7,3.640053082125331e7,8.78709124012963e7,1237.614664890277,1374,1084,3131.8800612353166,0.8600000000000004,0.7100000000000004,0.2,0.4399999999999995,0.26999999999999935,6100,206,3499,6114
1768,1374,1.0358809955619474e8,3.1780800290297788e7,3.6454980403642304e7,8.78709124012963e7,1237.614664890277,1374,1085,3101.4564571295136,0.8600000000000004,0.7100000000000004,0.2,0.4399999999999995,0.26999999999999935,6103,206,3500,6120
1769,1374,1.035729177206466e8,3.1780800290297788e7,3.651056069792469e7,8.78709124012963e7,1237.614664890277,1374,1084,3071.337089064769,0.8600000000000004,0.7100000000000004,0.2,0.4399999999999995,0.26999999999999935,6107,206,3505,6122
1770,1374,1.0355768873572908e8,3.1780800290297788e7,3.656547863418986e7,8.78709124012963e7,1237.614664890277,1374,1083,3041.518914680671,0.8600000000000004,0.7100000000000004,0.2,0.4399999999999995,0.26999999999999935,6110,206,3507,6124
1771,1374,1.0353839656984618e8,3.1780800290297788e7,3.661994497384483e7,8.78709124012963e7,1237.614664890277,1374,1082,3011.998922040415,0.8600000000000004,0.7100000000000004,0.2,0.4399999999999995,0.26999999999999935,6116,207,3508,6124
1772,1374,1.035204020359327e8,3.1780800290297788e7,3.667323962106133e7,8.78709124012963e7,1237.614664890277,1374,1083,2982.7741293265613,0.8600000000000004,0.7100000000000004,0.2,0.4399999999999995,0.26999999999999935,6119,207,3509,6128
1773,1374,1.0350048933124709e8,3.1780800290297788e7,3.672582003335281e7,8.78709124012963e7,1237.614664890277,1374,1085,2953.8415845398445,0.8600000000000004,0.7100000000000004,0.2,0.4399999999999995,0.26999999999999935,6122,207,3509,6131
1774,1374,1.034833867701358e8,3.1780800290297788e7,3.677874820504306e7,8.78709124012963e7,1237.614664890277,1374,1087,2925.1983652009976,0.8600000000000004,0.7100000000000004,0.2,0.4399999999999995,0.26999999999999935,6131,207,3509,6135
1775,1374,1.0346887072336625e8,3.1780800290297788e7,3.6831715875301726e7,8.78709124012963e7,1237.614664890277,1374,1086,2896.841578055538,0.8600000000000004,0.7100000000000004,0.2,0.4399999999999995,0.26999999999999935,6136,207,3512,6139
1776,1374,1.035665404509963e8,3.1780800290297788e7,3.673891426698712e7,8.78709124012963e7,1237.614664890277,1374,1088,2868.7683587815322,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6141,207,3512,6145
1777,1374,1.0363312196479474e8,3.1780800290297788e7,3.672248559988203e7,8.78709124012963e7,1237.614664890277,1374,1089,2840.9758717002674,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6142,207,3514,6149
1778,1374,1.0370320475323646e8,3.1780800290297788e7,3.6707097684338674e7,8.78709124012963e7,1237.614664890277,1374,1091,2813.461309489814,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6146,207,3514,6151
1779,1374,1.0376956963680917e8,3.1780800290297788e7,3.6691250794527605e7,8.78709124012963e7,1237.614664890277,1374,1091,2786.2218929014657,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6155,207,3515,6153
1780,1374,1.0383810741147593e8,3.1780800290297788e7,3.667396429717002e7,8.78709124012963e7,1237.614664890277,1374,1091,2759.2548704790024,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6157,207,3516,6153
1781,1374,1.0389811833533917e8,3.1780800290297788e7,3.665523298492576e7,8.78709124012963e7,1237.614664890277,1374,1091,2732.5575182807615,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6160,207,3516,6153
1782,1374,1.0396377705119371e8,3.1780800290297788e7,3.664033899339367e7,8.78709124012963e7,1237.614664890277,1374,1089,2706.127139604505,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6161,207,3518,6155
1783,1374,1.0402615341196707e8,3.1780800290297788e7,3.6623884659008674e7,8.78709124012963e7,1237.614664890277,1374,1090,2679.9610647150107,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6165,207,3518,6156
1784,1374,1.0409052037806082e8,3.1780800290297788e7,3.660790355462631e7,8.78709124012963e7,1237.614664890277,1374,1091,2654.0566505744114,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6167,207,3518,6159
1785,1374,1.0415790734346044e8,3.1780800290297788e7,3.659298820822423e7,8.78709124012963e7,1237.614664890277,1374,1093,2628.411280575216,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6170,207,3518,6159
1786,1374,1.0422475404486671e8,3.1780800290297788e7,3.657800322582501e7,8.78709124012963e7,1237.614664890277,1374,1093,2603.0223642760147,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6173,207,3518,6159
1787,1374,1.0428744590879585e8,3.1780800290297788e7,3.656244176520887e7,8.78709124012963e7,1237.614664890277,1374,1092,2577.8873371398045,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6177,207,3519,6159
1788,1375,1.0434902315675977e8,3.1780800290297788e7,3.655111205001986e7,8.78709124012963e7,1237.614664890277,1375,1088,2687.7069303402113,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26499999999999935,6179,207,3524,6159
1789,1375,1.0442472415244004e8,3.1780800290297788e7,3.660056670843536e7,8.78709124012963e7,1237.614664890277,1375,1088,2662.204406491354,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26499999999999935,6181,207,3525,6162
1790,1375,1.0435542076491903e8,3.1780800290297788e7,3.664951905317053e7,8.78709124012963e7,1237.614664890277,1375,1088,2636.956907880987,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26499999999999935,6184,207,3526,6172
1791,1375,1.0435856155984229e8,3.1780800290297788e7,3.669831139322269e7,8.78709124012963e7,1237.614664890277,1375,1091,2611.9618842567224,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26499999999999935,6187,207,3528,6176
1792,1375,1.0439310858053254e8,3.1780800290297788e7,3.6748469817796e7,8.78709124012963e7,1237.614664890277,1375,1091,2587.2168108687006,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26499999999999935,6194,207,3530,6178
1793,1375,1.0435713500053394e8,3.1780800290297788e7,3.680102629119218e7,8.78709124012963e7,1237.614664890277,1375,1090,2562.7191882145576,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26499999999999935,6196,207,3532,6180
1794,1375,1.043548336302614e8,3.1780800290297788e7,3.6853068171261325e7,8.78709124012963e7,1237.614664890277,1375,1090,2538.4665417869587,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26499999999999935,6199,207,3533,6184
1795,1375,1.0435421342095609e8,3.1780800290297788e7,3.6907081736589886e7,8.78709124012963e7,1237.614664890277,1375,1087,2514.4564218236333,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26499999999999935,6202,207,3538,6184
1796,1375,1.04348907613676e8,3.1780800290297788e7,3.696030557749547e7,8.78709124012963e7,1237.614664890277,1375,1084,2490.686403059943,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26499999999999935,6205,207,3541,6184
1797,1375,1.0465951270446448e8,3.1780800290297788e7,3.7013829498048775e7,8.78709124012963e7,1237.614664890277,1375,1083,2467.154084483889,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26499999999999935,6207,207,3543,6188
1798,1375,1.0433848517625895e8,3.1780800290297788e7,3.70689628942927e7,8.78709124012963e7,1237.614664890277,1375,1083,2443.8570890935966,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26499999999999935,6210,207,3544,6190
1799,1375,1.04382102952688e8,3.1780800290297788e7,3.7127079218169466e7,8.78709124012963e7,1237.614664890277,1375,1081,2420.793063657205,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26499999999999935,6218,207,3548,6194
1800,1376,1.0443053811389998e8,3.1780800290297788e7,3.705929453612953e7,8.78709124012963e7,1237.614664890277,1376,1081,2489.683544987915,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27999999999999936,6225,207,3550,6202
1801,1376,1.0447717805977853e8,3.1780800290297788e7,3.707323540919381e7,8.78709124012963e7,1237.614664890277,1376,1084,2465.735110700826,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27999999999999936,6227,207,3551,6204
1802,1377,1.0451340659969987e8,3.1780800290297788e7,3.70839119200656e7,8.78709124012963e7,1237.614664890277,1377,1084,2524.2723291220727,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27999999999999936,6232,207,3553,6206
1803,1377,1.045485224751432e8,3.1780800290297788e7,3.7095648647948496e7,8.78709124012963e7,1237.614664890277,1377,1083,2499.879279033465,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27999999999999936,6234,207,3555,6206
1804,1377,1.0458694756295279e8,3.1780800290297788e7,3.710955842158836e7,8.78709124012963e7,1237.614664890277,1377,1082,2475.7301594457444,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27999999999999936,6239,207,3556,6210
1805,1377,1.0462068736708547e8,3.1780800290297788e7,3.712121657917114e7,8.78709124012963e7,1237.614664890277,1377,1084,2451.8225310539024,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27999999999999936,6243,207,3556,6212
1806,1377,1.046581371830241e8,3.1780800290297788e7,3.7135209930944666e7,8.78709124012963e7,1237.614664890277,1377,1082,2428.1539789459775,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27999999999999936,6247,207,3559,6218
1807,1377,1.0469637824314511e8,3.1780800290297788e7,3.714799596748331e7,8.78709124012963e7,1237.614664890277,1377,1085,2404.7221123591326,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27999999999999936,6250,207,3559,6220
1808,1377,1.0483974273873016e8,3.1780800290297788e7,3.7160651528895885e7,8.78709124012963e7,1237.614664890277,1377,1084,2381.5245644381557,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27999999999999936,6253,207,3561,6220
1809,1377,1.0476770754165119e8,3.1780800290297788e7,3.717317263738786e7,8.78709124012963e7,1237.614664890277,1377,1083,2358.5589919963872,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27999999999999936,6257,207,3562,6222
1810,1378,1.0480040156641112e8,3.1780800290297788e7,3.718737485245663e7,8.78709124012963e7,1237.614664890277,1378,1083,2518.329734876079,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27999999999999936,6258,207,3564,6222
1811,1378,1.0488541529357277e8,3.1780800290297788e7,3.720469967188543e7,8.78709124012963e7,1237.614664890277,1378,1081,2494.9969455099017,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27999999999999936,6262,207,3567,6222
1812,1379,1.0489491702315435e8,3.1780800290297788e7,3.718987585129794e7,8.78709124012963e7,1237.614664890277,1379,1081,2619.4523081968937,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.2949999999999994,6265,207,3567,6222
1813,1379,1.0497102604088318e8,3.1780800290297788e7,3.7163639496107064e7,8.78709124012963e7,1237.614664890277,1379,1081,2594.769750307094,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.2949999999999994,6270,207,3567,6224
1814,1379,1.0504353255161655e8,3.1780800290297788e7,3.713871004437399e7,8.78709124012963e7,1237.614664890277,1379,1081,2570.3340179961915,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.2949999999999994,6274,207,3568,6234
1815,1379,1.0511346282066159e8,3.1780800290297788e7,3.711148756184435e7,8.78709124012963e7,1237.614664890277,1379,1087,2546.1426430083975,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.2949999999999994,6274,207,3568,6238
1816,1379,1.0518845040610576e8,3.1780800290297788e7,3.708797318030968e7,8.78709124012963e7,1237.614664890277,1379,1083,2522.1931817704813,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.2949999999999994,6275,209,3572,6241
1817,1379,1.0525958460357302e8,3.1780800290297788e7,3.706136613469535e7,8.78709124012963e7,1237.614664890277,1379,1088,2498.483215144945,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.2949999999999994,6277,209,3573,6245
1818,1379,1.0533207042986749e8,3.1780800290297788e7,3.703467286984111e7,8.78709124012963e7,1237.614664890277,1379,1089,2475.0103481856636,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.2949999999999994,6281,209,3574,6249
1819,1379,1.0540529301926947e8,3.1780800290297788e7,3.70082548576226e7,8.78709124012963e7,1237.614664890277,1379,1088,2451.772209895975,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.2949999999999994,6288,210,3576,6251
1820,1379,1.05478405146788e8,3.1780800290297788e7,3.6982549985260524e7,8.78709124012963e7,1237.614664890277,1379,1089,2428.7664529891836,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.2949999999999994,6293,210,3578,6255
1821,1379,1.0555256876369148e8,3.1780800290297788e7,3.6956008002448395e7,8.78709124012963e7,1237.614664890277,1379,1091,2405.9907536514606,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.2949999999999994,6298,210,3578,6259
1822,1380,1.0562501467035192e8,3.1780800290297788e7,3.693109041524087e7,8.78709124012963e7,1237.614664890277,1380,1092,2511.726548400369,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.2949999999999994,6300,210,3580,6259
1823,1380,1.0569680700449228e8,3.1780800290297788e7,3.690741809332222e7,8.78709124012963e7,1237.614664890277,1380,1092,2487.9245003076703,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.2949999999999994,6304,210,3580,6264
1824,1380,1.058165549019865e8,3.1780800290297788e7,3.688271528733407e7,8.78709124012963e7,1237.614664890277,1380,1094,2464.360472695898,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27499999999999936,6308,210,3582,6268
1825,1382,1.0577452452458411e8,3.1780800290297788e7,3.6915867668967456e7,8.78709124012963e7,1237.614664890277,1382,1092,2728.8815324147145,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27499999999999936,6310,210,3587,6268
1826,1382,1.0578909725908735e8,3.1780800290297788e7,3.695254749621219e7,8.78709124012963e7,1237.614664890277,1382,1091,2703.090546323562,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27499999999999936,6313,210,3588,6270
1827,1382,1.0579900230294092e8,3.1780800290297788e7,3.699029461183359e7,8.78709124012963e7,1237.614664890277,1382,1088,2677.557470093324,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27499999999999936,6320,211,3591,6274
1828,1382,1.0580985334420037e8,3.1780800290297788e7,3.702697135237078e7,8.78709124012963e7,1237.614664890277,1382,1092,2652.2797246253863,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27499999999999936,6324,211,3591,6282
1829,1382,1.0581969652564463e8,3.1780800290297788e7,3.706255038630838e7,8.78709124012963e7,1237.614664890277,1382,1094,2627.254756612127,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27499999999999936,6324,212,3592,6284
1830,1383,1.058299258959556e8,3.1780800290297788e7,3.709926431292163e7,8.78709124012963e7,1237.614664890277,1383,1096,2794.3292934935503,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27499999999999936,6329,212,3594,6284
1831,1383,1.058427429395808e8,3.1780800290297788e7,3.71397432442626e7,8.78709124012963e7,1237.614664890277,1383,1094,2768.338278215882,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27499999999999936,6334,212,3596,6286
1832,1383,1.0584626567812169e8,3.1780800290297788e7,3.717897332001695e7,8.78709124012963e7,1237.614664890277,1383,1092,2742.60717309099,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27499999999999936,6338,212,3599,6291
1833,1384,1.0585500116353714e8,3.1780800290297788e7,3.7218471146393925e7,8.78709124012963e7,1237.614664890277,1384,1092,2830.271288425571,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27499999999999936,6339,212,3603,6293
1834,1384,1.0586605449096093e8,3.1780800290297788e7,3.725637342909644e7,8.78709124012963e7,1237.614664890277,1384,1093,2803.1390957725303,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27499999999999936,6340,212,3603,6298
1835,1384,1.0587666366454777e8,3.1780800290297788e7,3.729308085934871e7,8.78709124012963e7,1237.614664890277,1384,1093,2776.2782250460177,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.27499999999999936,6346,213,3605,6302
1836,1384,1.0595850501880565e8,3.1780800290297788e7,3.723921714466482e7,8.78709124012963e7,1237.614664890277,1384,1094,2749.6859630267713,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28999999999999937,6352,214,3607,6307
1837,1384,1.06012485192322e8,3.1780800290297788e7,3.7230080054810524e7,8.78709124012963e7,1237.614664890277,1384,1098,2723.3596236277185,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28999999999999937,6358,214,3608,6309
1838,1385,1.0606605748171227e8,3.1780800290297788e7,3.722304489219403e7,8.78709124012963e7,1237.614664890277,1385,1096,2863.1324345918797,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28999999999999937,6365,214,3611,6311
1839,1385,1.061193984022106e8,3.1780800290297788e7,3.721573357582294e7,8.78709124012963e7,1237.614664890277,1385,1096,2836.1906409318817,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28999999999999937,6369,214,3612,6312
1840,1385,1.0617251842596096e8,3.1780800290297788e7,3.720848762646048e7,8.78709124012963e7,1237.614664890277,1385,1096,2809.5182652084836,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28999999999999937,6372,214,3613,6323
1841,1385,1.0622999958393438e8,3.1780800290297788e7,3.7200293417086914e7,8.78709124012963e7,1237.614664890277,1385,1100,2783.112613242319,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28999999999999937,6376,214,3615,6327
1842,1385,1.0628845519826663e8,3.1780800290297788e7,3.71931248656478e7,8.78709124012963e7,1237.614664890277,1385,1101,2756.9710177958173,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28999999999999937,6377,215,3616,6333
1843,1385,1.0634810096020213e8,3.1780800290297788e7,3.7182002255341165e7,8.78709124012963e7,1237.614664890277,1385,1105,2731.0908383037786,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28999999999999937,6378,216,3616,6333
1844,1386,1.0640665824490371e8,3.1780800290297788e7,3.716998320271081e7,8.78709124012963e7,1237.614664890277,1386,1107,2858.755557676931,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28999999999999937,6382,216,3617,6337
1845,1386,1.0646554586938998e8,3.1780800290297788e7,3.716022447361776e7,8.78709124012963e7,1237.614664890277,1386,1105,2831.7372661694253,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28999999999999937,6385,216,3621,6339
1846,1387,1.0652146557087885e8,3.1780800290297788e7,3.7152968113421306e7,8.78709124012963e7,1237.614664890277,1387,1103,2879.2645799579786,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28999999999999937,6389,217,3624,6347
1847,1387,1.0657917665277366e8,3.1780800290297788e7,3.714229692758596e7,8.78709124012963e7,1237.614664890277,1387,1108,2851.2505931346054,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28999999999999937,6390,217,3625,6353
1848,1387,1.0663478701229686e8,3.1780800290297788e7,3.7130473033921175e7,8.78709124012963e7,1237.614664890277,1387,1109,2823.516746179468,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26999999999999935,6391,217,3627,6353
1849,1387,1.0664223273690768e8,3.1780800290297788e7,3.718195730002025e7,8.78709124012963e7,1237.614664890277,1387,1103,2796.0602376938805,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26999999999999935,6396,217,3633,6361
1850,1387,1.0662945342642497e8,3.1780800290297788e7,3.723276830941007e7,8.78709124012963e7,1237.614664890277,1387,1106,2768.87829429315,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26999999999999935,6399,217,3634,6367
1851,1387,1.0692481441106367e8,3.1780800290297788e7,3.728286595677427e7,8.78709124012963e7,1237.614664890277,1387,1109,2741.9681703264255,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26999999999999935,6405,217,3636,6373
1852,1387,1.0662725677428779e8,3.1780800290297788e7,3.733243556407431e7,8.78709124012963e7,1237.614664890277,1387,1110,2715.327147599369,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26999999999999935,6412,218,3636,6377
1853,1387,1.0662451910135e8,3.1780800290297788e7,3.7379698645995826e7,8.78709124012963e7,1237.614664890277,1387,1113,2688.9525350995827,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26999999999999935,6415,218,3637,6381
1854,1387,1.0662434033199732e8,3.1780800290297788e7,3.742920878787927e7,8.78709124012963e7,1237.614664890277,1387,1113,2662.8416687247945,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26999999999999935,6421,218,3640,6388
1855,1388,1.0662371135203235e8,3.1780800290297788e7,3.747682492618589e7,8.78709124012963e7,1237.614664890277,1388,1117,2729.414827504378,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26999999999999935,6422,218,3641,6390
1856,1388,1.066238937129769e8,3.1780800290297788e7,3.752478057568322e7,8.78709124012963e7,1237.614664890277,1388,1116,2703.0716878748676,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26999999999999935,6427,219,3642,6398
1857,1388,1.0662480223737472e8,3.1780800290297788e7,3.757063887297593e7,8.78709124012963e7,1237.614664890277,1388,1121,2676.9919796416516,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26999999999999935,6432,219,3643,6400
1858,1388,1.0662464593888886e8,3.1780800290297788e7,3.7617476735953875e7,8.78709124012963e7,1237.614664890277,1388,1120,2651.173068490769,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26999999999999935,6435,219,3645,6404
1859,1388,1.066221485135914e8,3.1780800290297788e7,3.7664836439133994e7,8.78709124012963e7,1237.614664890277,1388,1117,2625.6123464513944,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.26999999999999935,6441,219,3650,6408
1860,1388,1.0671644332008298e8,3.1780800290297788e7,3.759680613085047e7,8.78709124012963e7,1237.614664890277,1388,1117,2600.3072316324124,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6442,219,3652,6413
1861,1388,1.067567763764195e8,3.1780800290297788e7,3.759834135065714e7,8.78709124012963e7,1237.614664890277,1388,1119,2575.2551679616217,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6448,219,3653,6415
1862,1388,1.0680195907419692e8,3.1780800290297788e7,3.7601896762613356e7,8.78709124012963e7,1237.614664890277,1388,1117,2550.453624927539,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6450,219,3656,6415
1863,1388,1.0701828855447984e8,3.1780800290297788e7,3.760480364910051e7,8.78709124012963e7,1237.614664890277,1388,1115,2525.900097323797,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6453,219,3658,6420
1864,1388,1.0688671203833857e8,3.1780800290297788e7,3.760592522954331e7,8.78709124012963e7,1237.614664890277,1388,1118,2501.5921049960916,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6455,219,3658,6424
1865,1388,1.0692636730445085e8,3.1780800290297788e7,3.760857709570501e7,8.78709124012963e7,1237.614664890277,1388,1118,2477.527192591664,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6461,219,3660,6432
1866,1388,1.0697130204245216e8,3.1780800290297788e7,3.7611508504564755e7,8.78709124012963e7,1237.614664890277,1388,1121,2453.702929311281,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6466,219,3661,6437
1867,1388,1.0701583596970929e8,3.1780800290297788e7,3.7614981712836735e7,8.78709124012963e7,1237.614664890277,1388,1122,2430.116908663701,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6467,219,3663,6441
1868,1388,1.0714506562147625e8,3.1780800290297788e7,3.761772700406407e7,8.78709124012963e7,1237.614664890277,1388,1122,2406.7667482225975,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6468,219,3665,6442
1869,1389,1.0710187580227602e8,3.1780800290297788e7,3.7622041275302984e7,8.78709124012963e7,1237.614664890277,1389,1121,2538.651061243798,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6473,219,3668,6442
1870,1389,1.0714344426488988e8,3.1780800290297788e7,3.7628940117846414e7,8.78709124012963e7,1237.614664890277,1389,1115,2514.841224497451,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6478,219,3674,6443
1871,1389,1.0718410203387542e8,3.1780800290297788e7,3.763711565510908e7,8.78709124012963e7,1237.614664890277,1389,1113,2491.269486118567,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.28499999999999936,6483,220,3676,6450
1872,1389,1.0723214032403456e8,3.1780800290297788e7,3.763286553578051e7,8.78709124012963e7,1237.614664890277,1389,1118,2467.9334651234717,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.2999999999999994,6484,220,3677,6456
1873,1389,1.073198498132826e8,3.1780800290297788e7,3.759290522704537e7,8.78709124012963e7,1237.614664890277,1389,1121,2444.830804338328,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.2999999999999994,6490,220,3678,6460
1874,1389,1.0740339488975844e8,3.1780800290297788e7,3.7551999492631026e7,8.78709124012963e7,1237.614664890277,1389,1120,2421.959170161035,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.2999999999999994,6493,220,3681,6465
1875,1390,1.0748646768774061e8,3.1780800290297788e7,3.751239148384797e7,8.78709124012963e7,1237.614664890277,1390,1122,2501.7699816403892,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.2999999999999994,6497,220,3683,6469
1876,1390,1.0756895525364627e8,3.1780800290297788e7,3.747116233292297e7,8.78709124012963e7,1237.614664890277,1390,1124,2477.80983578082,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.2999999999999994,6500,220,3683,6480
1877,1390,1.07655421275272e8,3.1780800290297788e7,3.7427330667700715e7,8.78709124012963e7,1237.614664890277,1390,1129,2454.089291379846,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.2999999999999994,6503,220,3684,6484
1878,1390,1.0774073137205422e8,3.1780800290297788e7,3.73821334250155e7,8.78709124012963e7,1237.614664890277,1390,1130,2430.6059524228826,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.2999999999999994,6506,220,3685,6490
1879,1390,1.0783067653895365e8,3.1780800290297788e7,3.733535813738294e7,8.78709124012963e7,1237.614664890277,1390,1132,2407.3574468554875,0.8700000000000004,0.7200000000000004,0.2,0.4299999999999995,0.2999999999999994,6514,220,3687,6496
