step,count_supply,gov_wealth,construction_wealth,company_wealth,bank_wealth,calculate_houses_prices_perm2,supply_volume,demand_volume,calculate_prices_in_supply,irs,vat,irc,subsidyRate,salaryRate,births,breakups,deaths,children_leaving_home
431,390,7.003238270127809e7,3.0879608560831618e7,3.261910538558463e7,7.02815644606264e7,1325.4003258790592,391,383,46139.14998473023,0.6300000000000002,0.48000000000000026,0.2,0.6699999999999997,0.4099999999999995,1656,49,674,1807
432,391,6.992290054282363e7,3.0879608560831618e7,3.2552554589150287e7,7.038681073339784e7,1324.9142691121224,392,383,46361.46913864646,0.6400000000000002,0.49000000000000027,0.2,0.6599999999999997,0.4249999999999995,1660,49,676,1811
433,394,6.981082131555597e7,3.094730797914431e7,3.2509690289869525e7,7.050713357003422e7,1324.5439311785378,395,386,46477.883373586235,0.6400000000000002,0.49000000000000027,0.2,0.6599999999999997,0.4249999999999995,1665,50,678,1815
434,397,6.984212695648651e7,3.1014573732166678e7,3.2466902682297647e7,7.062689565807116e7,1324.3614723863043,400,389,46810.68473632217,0.6400000000000002,0.49000000000000027,0.2,0.6599999999999997,0.4249999999999995,1667,50,684,1820
435,398,6.975474480847672e7,3.1081723695037857e7,3.2425566550836567e7,7.068453061949725e7,1323.7010455296816,402,390,46750.221398062815,0.6400000000000002,0.49000000000000027,0.2,0.6599999999999997,0.4249999999999995,1674,50,688,1827
436,400,6.947070687132277e7,3.1081723695037857e7,3.2386577348670676e7,7.078531138424557e7,1323.8046898297816,401,390,46515.03058816177,0.6400000000000002,0.49000000000000027,0.2,0.6599999999999997,0.4249999999999995,1678,50,690,1833
437,401,6.935847905826147e7,3.1150620198310576e7,3.234335604839729e7,7.089191543728869e7,1323.532892885645,402,394,46392.544412062176,0.6400000000000002,0.49000000000000027,0.2,0.6599999999999997,0.4249999999999995,1680,50,690,1833
438,399,6.924634927034415e7,3.121721165251863e7,3.230427058833376e7,7.08947586038468e7,1322.8808313505838,402,393,45631.63034559158,0.6400000000000002,0.49000000000000027,0.2,0.6599999999999997,0.4249999999999995,1682,50,691,1837
439,406,6.913139025043815e7,3.121721165251863e7,3.2267183411114514e7,7.096819534377484e7,1322.2156660336111,408,394,46662.70915129186,0.6400000000000002,0.49000000000000027,0.2,0.6599999999999997,0.4249999999999995,1689,50,698,1843
440,408,6.901771187345156e7,3.1358411380955987e7,3.223045587495842e7,7.10852539774132e7,1322.1191550015403,409,395,46605.87398313058,0.6400000000000002,0.49000000000000027,0.2,0.6599999999999997,0.4249999999999995,1692,50,701,1849
441,408,6.890503904494648e7,3.1377460290201727e7,3.2191490112712458e7,7.11487417015675e7,1321.5473153572575,410,397,46303.120056803,0.6400000000000002,0.49000000000000027,0.2,0.6599999999999997,0.4249999999999995,1698,50,703,1853
442,412,6.879434343800998e7,3.1377460290201727e7,3.2150556717774842e7,7.125253153781521e7,1321.2258972948794,414,399,46815.24627616803,0.6400000000000002,0.49000000000000027,0.2,0.6599999999999997,0.4249999999999995,1702,50,707,1854
443,411,6.868244843009749e7,3.144348753582809e7,3.210902939380011e7,7.129239147364108e7,1320.73597552594,414,397,46073.966677393204,0.6400000000000002,0.49000000000000027,0.2,0.6599999999999997,0.4249999999999995,1704,50,710,1857
444,413,6.859039233223088e7,3.144348753582809e7,3.2053285657789465e7,7.140786119242965e7,1320.8404417406682,413,396,45946.250124369304,0.6500000000000002,0.5000000000000002,0.2,0.6499999999999997,0.40499999999999947,1707,50,713,1864
445,412,6.845134867427677e7,3.1481956350576397e7,3.2048153417607922e7,7.14986440857384e7,1320.4509096309146,414,399,45655.970642621294,0.6500000000000002,0.5000000000000002,0.2,0.6499999999999997,0.40499999999999947,1708,50,714,1871
446,412,6.831514637444407e7,3.1481956350576397e7,3.204130317807307e7,7.16133639580422e7,1320.4509096309146,412,402,45203.92549930193,0.6500000000000002,0.5000000000000002,0.2,0.6499999999999997,0.40499999999999947,1713,50,714,1879
447,413,6.817897421168868e7,3.1481956350576397e7,3.2032070664652713e7,7.172731749546944e7,1320.3752230859986,414,406,44904.81631030215,0.6500000000000002,0.5000000000000002,0.2,0.6499999999999997,0.40499999999999947,1717,51,715,1883
448,413,6.804214372148265e7,3.1481956350576397e7,3.202133004621904e7,7.181593289391835e7,1319.9938058720866,414,409,44889.97606974081,0.6500000000000002,0.5000000000000002,0.2,0.6499999999999997,0.40499999999999947,1721,51,716,1885
449,415,6.790496269232848e7,3.1481956350576397e7,3.2011709616824627e7,7.190349508968402e7,1319.9325256374702,416,409,44720.688397165686,0.6500000000000002,0.5000000000000002,0.2,0.6499999999999997,0.40499999999999947,1722,51,719,1889
450,416,6.776893726540601e7,3.1481956350576397e7,3.2002642481262095e7,7.201517290710075e7,1319.5798687736533,417,411,44375.13584452845,0.6500000000000002,0.5000000000000002,0.2,0.6499999999999997,0.40499999999999947,1725,51,720,1895
451,417,6.763446522639345e7,3.1481956350576397e7,3.1988260816597138e7,7.212595068932518e7,1319.5798687736533,417,413,44067.040638394734,0.6500000000000002,0.5000000000000002,0.2,0.6499999999999997,0.40499999999999947,1729,51,721,1902
452,420,6.750455346579881e7,3.1481956350576397e7,3.197530516028763e7,7.223547369730623e7,1319.5798687736533,420,418,44484.50330178213,0.6500000000000002,0.5000000000000002,0.2,0.6499999999999997,0.40499999999999947,1733,51,723,1912
453,419,6.748513314864393e7,3.1371456350576397e7,3.195725379331771e7,7.233354360638972e7,1319.041468016961,421,423,44183.73994950049,0.6500000000000002,0.5000000000000002,0.2,0.6499999999999997,0.40499999999999947,1739,51,724,1915
454,420,6.738576613990021e7,3.1407330516700238e7,3.1942583537258893e7,7.239303923661083e7,1318.3536828730903,422,425,43999.88264814767,0.6500000000000002,0.5000000000000002,0.2,0.6499999999999997,0.40499999999999947,1744,52,726,1919
455,426,6.725648768544279e7,3.1407330516700238e7,3.192782113083629e7,7.249997159815861e7,1318.3536828730903,426,428,44772.209401642715,0.6500000000000002,0.5000000000000002,0.2,0.6499999999999997,0.40499999999999947,1747,52,730,1922
456,430,6.714044288723047e7,3.1407330516700238e7,3.1897538296659064e7,7.255401701490135e7,1318.2935659086982,431,432,45065.30089699618,0.6600000000000003,0.5100000000000002,0.2,0.6399999999999997,0.38499999999999945,1752,52,734,1924
457,430,6.697647197385703e7,3.1407330516700238e7,3.1926722679664765e7,7.261401506968153e7,1317.8597099406686,433,431,44309.49231199869,0.6600000000000003,0.5100000000000002,0.2,0.6399999999999997,0.38499999999999945,1756,52,738,1925
458,432,6.6810979573163986e7,3.1407330516700238e7,3.1954878945303563e7,7.272041887714475e7,1317.8597099406686,432,427,44248.937215782,0.6600000000000003,0.5100000000000002,0.2,0.6399999999999997,0.38499999999999945,1756,52,742,1929
459,430,6.664611034229423e7,3.1407330516700238e7,3.1984673276402652e7,7.269147584095229e7,1316.9023642120062,435,429,43246.14219356713,0.6600000000000003,0.5100000000000002,0.2,0.6399999999999997,0.38499999999999945,1759,53,744,1939
460,433,6.648312343744607e7,3.1407330516700238e7,3.201398680322648e7,7.279092906403881e7,1316.5449321135322,434,428,43530.105803978695,0.6600000000000003,0.5100000000000002,0.2,0.6399999999999997,0.38499999999999945,1761,53,749,1945
461,432,6.631850883676532e7,3.1407330516700238e7,3.203841207890903e7,7.287283320792641e7,1316.0878236532071,434,431,42886.32378824764,0.6600000000000003,0.5100000000000002,0.2,0.6399999999999997,0.38499999999999945,1763,53,749,1950
462,432,6.615620617274979e7,3.1407330516700238e7,3.2062305544249695e7,7.29775318790077e7,1315.7192017438247,433,432,42825.36470149849,0.6600000000000003,0.5100000000000002,0.2,0.6399999999999997,0.38499999999999945,1765,53,750,1950
463,433,6.5991579540040724e7,3.1407330516700238e7,3.208816556768059e7,7.30376918815035e7,1315.1599570814342,436,432,42907.99126033226,0.6600000000000003,0.5100000000000002,0.2,0.6399999999999997,0.38499999999999945,1770,53,753,1958
464,435,6.5869531941703595e7,3.1407330516700238e7,3.2115872212015357e7,7.311989400977787e7,1315.1995420897927,436,433,42998.01718261172,0.6600000000000003,0.5100000000000002,0.2,0.6399999999999997,0.38499999999999945,1772,53,757,1959
465,436,6.57083088484702e7,3.1407330516700238e7,3.214319447386048e7,7.320958420944528e7,1314.8977464850307,437,433,43093.56218432499,0.6600000000000003,0.5100000000000002,0.2,0.6399999999999997,0.38499999999999945,1772,53,759,1961
466,435,6.549843145081485e7,3.1407330516700238e7,3.2172940971689023e7,7.323136070851338e7,1314.1520550593766,438,433,42657.988451927034,0.6600000000000003,0.5100000000000002,0.2,0.6399999999999997,0.38499999999999945,1775,53,760,1972
467,435,6.533298565609681e7,3.1407330516700238e7,3.219798016331052e7,7.329516586129972e7,1313.781900476341,437,438,42279.245066247255,0.6600000000000003,0.5100000000000002,0.2,0.6399999999999997,0.38499999999999945,1783,53,760,1977
468,433,6.52392711746242e7,3.143957346842963e7,3.214397353468358e7,7.337432569932243e7,1313.1044588538111,436,439,42050.490220763626,0.6700000000000003,0.5200000000000002,0.2,0.6299999999999997,0.39999999999999947,1783,53,761,1981
469,435,6.518055765265789e7,3.142757346842963e7,3.2084899871969912e7,7.344341436818486e7,1312.9729297290078,437,438,41954.36892159004,0.6700000000000003,0.5200000000000002,0.2,0.6299999999999997,0.39999999999999947,1788,53,765,1983
470,436,6.512374988029937e7,3.140957346842963e7,3.202939586504179e7,7.352608428027281e7,1312.3544001174225,439,435,42093.319966111434,0.6700000000000003,0.5200000000000002,0.2,0.6299999999999997,0.39999999999999947,1793,55,771,1994
471,434,6.507091366949084e7,3.142291249161836e7,3.1966469697218295e7,7.357238123970391e7,1311.5217887899887,437,440,41629.908583935,0.6700000000000003,0.5200000000000002,0.2,0.6299999999999997,0.39999999999999947,1794,55,772,1996
472,436,6.501924401553638e7,3.140491249161836e7,3.190542892852184e7,7.367055450393619e7,1311.5217887899887,436,437,41496.196151774086,0.6700000000000003,0.5200000000000002,0.2,0.6299999999999997,0.39999999999999947,1800,55,775,1998
473,437,6.496511932341788e7,3.138691249161836e7,3.1843268369286206e7,7.375204254289141e7,1311.4878392748667,438,439,41261.311310815014,0.6700000000000003,0.5200000000000002,0.2,0.6299999999999997,0.39999999999999947,1809,55,776,2002
474,439,6.490951859288921e7,3.136891249161836e7,3.178369833880411e7,7.382793603950982e7,1311.1297409181977,440,441,41256.23723993178,0.6700000000000003,0.5200000000000002,0.2,0.6299999999999997,0.39999999999999947,1812,55,780,2005
475,440,6.48500227990403e7,3.135091249161836e7,3.1726900088912815e7,7.392509772530177e7,1310.868157792353,441,442,41226.894686363936,0.6700000000000003,0.5200000000000002,0.2,0.6299999999999997,0.39999999999999947,1814,55,782,2006
476,439,6.479534566292035e7,3.133291249161836e7,3.1673663991595782e7,7.40221668344512e7,1310.5509743519133,440,442,40780.41849944274,0.6700000000000003,0.5200000000000002,0.2,0.6299999999999997,0.39999999999999947,1814,55,782,2014
477,440,6.476748910494926e7,3.128691249161836e7,3.1615650305739343e7,7.407409303220388e7,1310.2164218102134,441,445,40791.989432882125,0.6700000000000003,0.5200000000000002,0.2,0.6299999999999997,0.39999999999999947,1820,55,784,2019
478,436,6.475304142768081e7,3.122741249161836e7,3.155417623053741e7,7.40890394153751e7,1309.16995840739,440,445,40024.23569025897,0.6700000000000003,0.5200000000000002,0.2,0.6299999999999997,0.39999999999999947,1826,55,786,2027
479,437,6.469891656299793e7,3.120941249161836e7,3.1497523334128585e7,7.414108079578981e7,1309.151878530756,438,443,39659.39710295725,0.6700000000000003,0.5200000000000002,0.2,0.6299999999999997,0.39999999999999947,1831,57,790,2033
480,441,6.482348105283258e7,3.102691249161836e7,3.1423347108363446e7,7.423567124697296e7,1309.151878530756,439,448,40047.834396037164,0.6800000000000003,0.5300000000000002,0.2,0.6199999999999997,0.37999999999999945,1832,57,792,2039
481,445,6.4826858730444044e7,3.092091249161836e7,3.1404397753832553e7,7.432918371680176e7,1309.151878530756,444,453,40355.60453700196,0.6800000000000003,0.5300000000000002,0.2,0.6199999999999997,0.37999999999999945,1833,57,794,2043
482,446,6.472351443072146e7,3.092091249161836e7,3.138716956484468e7,7.435523474322394e7,1308.7171989426151,448,454,40763.235498152295,0.6800000000000003,0.5300000000000002,0.2,0.6199999999999997,0.37999999999999945,1835,57,798,2043
483,446,6.466298460123755e7,3.092091249161836e7,3.1370554150563303e7,7.441561392772259e7,1307.1976789956664,450,453,41114.39568075099,0.6800000000000003,0.5300000000000002,0.2,0.6199999999999997,0.37999999999999945,1838,57,803,2046
484,447,6.4507189232956044e7,3.092091249161836e7,3.1357754456793543e7,7.44632456357201e7,1306.8938112172862,448,450,41186.699937110774,0.6800000000000003,0.5300000000000002,0.2,0.6199999999999997,0.37999999999999945,1841,57,805,2046
485,447,6.439736694402324e7,3.092091249161836e7,3.134626371911023e7,7.454251203264348e7,1306.514018038904,448,450,40863.334670646844,0.6800000000000003,0.5300000000000002,0.2,0.6199999999999997,0.37999999999999945,1845,57,805,2049
486,445,6.428499351429494e7,3.092091249161836e7,3.133333982091398e7,7.459863487045361e7,1305.8191074125311,448,450,40264.66558546398,0.6800000000000003,0.5300000000000002,0.2,0.6199999999999997,0.37999999999999945,1850,57,807,2053
487,447,6.417495822059566e7,3.094907457451118e7,3.132260891070926e7,7.468976816494678e7,1305.3254965861618,448,450,40653.498384108214,0.6800000000000003,0.5300000000000002,0.2,0.6199999999999997,0.37999999999999945,1857,57,809,2055
488,448,6.406412188058607e7,3.094907457451118e7,3.1312752561165936e7,7.477993371709202e7,1305.3254965861618,448,450,40391.50142839154,0.6800000000000003,0.5300000000000002,0.2,0.6199999999999997,0.37999999999999945,1860,57,810,2058
489,446,6.3949429751429e7,3.101024559168983e7,3.130110414289751e7,7.486223362246974e7,1304.45312479235,449,452,39900.56812561579,0.6800000000000003,0.5300000000000002,0.2,0.6199999999999997,0.37999999999999945,1861,57,811,2061
490,448,6.383896708116137e7,3.101024559168983e7,3.1295012773074362e7,7.494176282047217e7,1304.4903237897383,450,451,39667.90803024103,0.6800000000000003,0.5300000000000002,0.2,0.6199999999999997,0.37999999999999945,1866,57,815,2067
491,450,6.372758379528186e7,3.101024559168983e7,3.128514146660653e7,7.503120296144354e7,1304.4903237897383,450,452,39763.456821272244,0.6800000000000003,0.5300000000000002,0.2,0.6199999999999997,0.37999999999999945,1868,57,817,2073
492,449,6.36271397375301e7,3.101024559168983e7,3.1257578896904573e7,7.510711716616282e7,1304.2274974210748,450,454,39323.721683865275,0.6900000000000003,0.5400000000000003,0.2,0.6099999999999997,0.35999999999999943,1868,58,818,2082
493,450,6.349249718358235e7,3.100424559168983e7,3.1292646487339545e7,7.519602485166237e7,1304.1148619106154,451,459,38882.42318735259,0.6900000000000003,0.5400000000000003,0.2,0.6099999999999997,0.35999999999999943,1870,58,820,2084
494,449,6.335942114441008e7,3.102693241405483e7,3.1328767297951795e7,7.524105335362309e7,1303.5633293848816,452,459,38384.851031206155,0.6900000000000003,0.5400000000000003,0.2,0.6099999999999997,0.35999999999999943,1877,58,823,2085
495,451,6.322312388240594e7,3.101493241405483e7,3.1365765983852275e7,7.531281741459362e7,1302.9271475828657,453,457,38837.17838085826,0.6900000000000003,0.5400000000000003,0.2,0.6099999999999997,0.35999999999999943,1880,58,827,2093
496,452,6.327614218556991e7,3.097893241405483e7,3.140092103476068e7,7.53999854622667e7,1302.9271475828657,452,457,38911.30923732171,0.6900000000000003,0.5400000000000003,0.2,0.6099999999999997,0.35999999999999943,1881,58,831,2095
497,454,6.3014301802579574e7,3.093093241405483e7,3.1437123911905907e7,7.547100276933306e7,1302.2049799177944,456,458,39029.816321077706,0.6900000000000003,0.5400000000000003,0.2,0.6099999999999997,0.35999999999999943,1885,58,834,2099
498,454,6.291364414558018e7,3.088293241405483e7,3.147254864672095e7,7.555713701820491e7,1302.2049799177944,454,457,38642.062210730364,0.6900000000000003,0.5400000000000003,0.2,0.6099999999999997,0.35999999999999943,1890,58,835,2101
499,456,6.281477407363859e7,3.083493241405483e7,3.1511595802572113e7,7.562123566217017e7,1302.1039516113244,457,458,38671.40249987158,0.6900000000000003,0.5400000000000003,0.2,0.6099999999999997,0.35999999999999943,1893,58,839,2111
500,456,6.271259282896935e7,3.078693241405483e7,3.1547018941461395e7,7.570637939096884e7,1302.1039516113244,456,461,38287.879264346535,0.6900000000000003,0.5400000000000003,0.2,0.6099999999999997,0.35999999999999943,1895,58,840,2113
501,458,6.260993562596032e7,3.073893241405483e7,3.158733854345495e7,7.575185644592449e7,1301.8158276274416,460,462,38597.818327667315,0.6900000000000003,0.5400000000000003,0.2,0.6099999999999997,0.35999999999999943,1902,58,844,2115
502,457,6.250942472424946e7,3.069093241405483e7,3.163068700273067e7,7.583551371003973e7,1301.7810511450214,458,458,37861.14778969014,0.6900000000000003,0.5400000000000003,0.2,0.6099999999999997,0.35999999999999943,1903,58,847,2119
503,458,6.241120616847433e7,3.064293241405483e7,3.1674836052102696e7,7.591861925405326e7,1301.7810511450214,458,458,37721.657411549146,0.6900000000000003,0.5400000000000003,0.2,0.6099999999999997,0.35999999999999943,1906,58,849,2130
504,460,6.2400978250644244e7,3.059493241405483e7,3.160550523604275e7,7.60017247980668e7,1301.7810511450214,459,464,37649.682399010024,0.7000000000000003,0.5500000000000003,0.2,0.5999999999999996,0.37499999999999944,1909,59,850,2133
505,463,6.2388231363283254e7,3.055293241405483e7,3.155571539661135e7,7.60658603315104e7,1301.7191846863104,463,467,37923.040119693585,0.7000000000000003,0.5500000000000003,0.2,0.5999999999999996,0.37499999999999944,1913,59,853,2135
506,463,6.2678162280836895e7,3.051693241405483e7,3.1506788366544202e7,7.614812523979712e7,1301.7191846863104,463,465,37546.95874657439,0.7000000000000003,0.5500000000000003,0.2,0.5999999999999996,0.37499999999999944,1914,59,857,2135
507,471,6.23477929550845e7,3.048093241405483e7,3.1464152786040176e7,7.622967335123749e7,1301.4439538021086,468,464,39130.06020088782,0.7000000000000003,0.5500000000000003,0.2,0.5999999999999996,0.37499999999999944,1917,59,860,2135
508,475,6.255761664997243e7,3.046893241405483e7,3.141728900578099e7,7.63106975734149e7,1301.4439538021086,473,462,39614.970044362075,0.7000000000000003,0.5500000000000003,0.2,0.5999999999999996,0.37499999999999944,1920,60,862,2147
509,477,6.224307326153222e7,3.046893241405483e7,3.1370040163588934e7,7.633521602744243e7,1301.0952878587839,480,473,39448.824409320674,0.7000000000000003,0.5500000000000003,0.2,0.5999999999999996,0.37499999999999944,1926,60,864,2150
510,477,6.219074655300133e7,3.0531928156593975e7,3.132360137160935e7,7.641518522307706e7,1300.7457433634718,478,472,39153.97186607236,0.7000000000000003,0.5500000000000003,0.2,0.5999999999999996,0.37499999999999944,1928,60,865,2153
511,477,6.213296563656655e7,3.0657529279995304e7,3.1275622849754162e7,7.643095228362468e7,1300.388767132335,479,473,38681.60662505382,0.7000000000000003,0.5500000000000003,0.2,0.5999999999999996,0.37499999999999944,1934,61,867,2157
512,476,6.207594482119745e7,3.0657529279995304e7,3.122624415990704e7,7.651038175212249e7,1299.8270175333862,479,474,38499.834861868934,0.7000000000000003,0.5500000000000003,0.2,0.5999999999999996,0.37499999999999944,1940,61,869,2163
513,475,6.202173478727708e7,3.0657529279995304e7,3.117687798942689e7,7.658890208350821e7,1299.478708512114,476,474,38087.27932212354,0.7000000000000003,0.5500000000000003,0.2,0.5999999999999996,0.37499999999999944,1941,61,869,2165
514,474,6.196351625142036e7,3.0657529279995304e7,3.112678957963529e7,7.663877463934141e7,1299.155091600123,476,474,37380.16211846097,0.7000000000000003,0.5500000000000003,0.2,0.5999999999999996,0.37499999999999944,1942,61,870,2168
515,472,6.190821432972356e7,3.0657529279995304e7,3.1081462962792814e7,7.6702077059529e7,1298.7522333512172,474,471,36787.73258247447,0.7000000000000003,0.5500000000000003,0.2,0.5999999999999996,0.37499999999999944,1945,61,873,2170
516,474,6.186298773499837e7,3.0657529279995304e7,3.101808641597252e7,7.677925483172724e7,1298.7522333512172,474,470,36898.431816748234,0.7100000000000003,0.5600000000000003,0.2,0.5899999999999996,0.3549999999999994,1948,61,875,2180
517,479,6.1773638836449146e7,3.0657529279995304e7,3.1015926474635284e7,7.685589497042112e7,1298.7522333512172,479,474,37644.38019692544,0.7100000000000003,0.5600000000000003,0.2,0.5899999999999996,0.3549999999999994,1949,61,881,2183
518,478,6.168328911219116e7,3.0657529279995304e7,3.101861237945454e7,7.6932535109115e7,1298.3322531222257,480,476,37647.11376735517,0.7100000000000003,0.5600000000000003,0.2,0.5899999999999996,0.3549999999999994,1952,61,882,2187
519,480,6.159263460820833e7,3.0657529279995304e7,3.1022013549748812e7,7.700858013763547e7,1298.3322531222257,480,477,37717.28578539127,0.7100000000000003,0.5600000000000003,0.2,0.5899999999999996,0.3549999999999994,1958,61,883,2193
520,483,6.149980557137697e7,3.0657529279995304e7,3.102121727983205e7,7.708452954811093e7,1298.3322531222257,483,481,37891.19918264582,0.7100000000000003,0.5600000000000003,0.2,0.5899999999999996,0.3549999999999994,1963,61,886,2197
521,484,6.144498095567e7,3.0657529279995304e7,3.1022909069141805e7,7.714110174706802e7,1297.3799076865203,489,483,37872.08940946032,0.7100000000000003,0.5600000000000003,0.2,0.5899999999999996,0.3549999999999994,1968,61,893,2197
522,487,6.131734731568587e7,3.0657529279995304e7,3.1025115685948845e7,7.721648983907068e7,1297.0432489676573,488,480,38346.58315270047,0.7100000000000003,0.5600000000000003,0.2,0.5899999999999996,0.3549999999999994,1971,61,894,2201
523,489,6.1225920540226236e7,3.069199173028668e7,3.1027827363014173e7,7.729140616094276e7,1296.4566133717776,491,482,38454.29287161723,0.7100000000000003,0.5600000000000003,0.2,0.5899999999999996,0.3549999999999994,1973,61,897,2203
524,486,6.113458989509616e7,3.0753425358036816e7,3.103128312013191e7,7.735805502265066e7,1295.3666699766147,491,481,38177.69315558285,0.7100000000000003,0.5600000000000003,0.2,0.5899999999999996,0.3549999999999994,1977,61,899,2205
525,488,6.104366494298506e7,3.0753425358036816e7,3.103776701916074e7,7.743299987719867e7,1295.062777836693,489,476,38178.71946304352,0.7100000000000003,0.5600000000000003,0.2,0.5899999999999996,0.3549999999999994,1981,61,903,2208
526,487,6.0952438262490176e7,3.0753425358036816e7,3.1043418015666064e7,7.747307753765838e7,1295.1583494645113,488,476,37563.26664165418,0.7100000000000003,0.5600000000000003,0.2,0.5899999999999996,0.3549999999999994,1984,61,904,2210
527,488,6.085755244161512e7,3.0753425358036816e7,3.104958976811455e7,7.753518511147451e7,1294.762720271881,490,477,37260.13069008887,0.7100000000000003,0.5600000000000003,0.2,0.5899999999999996,0.3549999999999994,1993,61,906,2216
528,486,6.078644863494843e7,3.0753425358036816e7,3.103179083065107e7,7.756316622208941e7,1294.3909236512116,488,477,36625.43082496542,0.7200000000000003,0.5700000000000003,0.2,0.5799999999999996,0.36999999999999944,1997,61,907,2218
529,487,6.078670824403441e7,3.0753425358036816e7,3.0953447301907852e7,7.76376209381889e7,1294.3909236512116,487,477,36437.28909060339,0.7200000000000003,0.5700000000000003,0.2,0.5799999999999996,0.36999999999999944,1998,62,907,2222
530,487,6.084058248502213e7,3.0967273099711206e7,3.0878191530886557e7,7.767497400021029e7,1294.1183506646107,491,481,35844.51039710821,0.7200000000000003,0.5700000000000003,0.2,0.5799999999999996,0.36999999999999944,2003,62,912,2224
531,487,6.077886911865334e7,3.0967273099711206e7,3.0803851664135605e7,7.769285938979429e7,1293.1249792411832,490,478,35775.79084104254,0.7200000000000003,0.5700000000000003,0.2,0.5799999999999996,0.36999999999999944,2004,62,914,2226
532,490,6.0776955972867325e7,3.0967273099711206e7,3.0735297231775064e7,7.776554715346125e7,1293.1249792411832,490,476,36169.69803712618,0.7200000000000003,0.5700000000000003,0.2,0.5799999999999996,0.36999999999999944,2006,62,917,2228
533,490,6.114011827585188e7,3.109281346711823e7,3.0666544978214238e7,7.780734749582942e7,1292.4410043303817,493,478,36175.063273617554,0.7200000000000003,0.5700000000000003,0.2,0.5799999999999996,0.36999999999999944,2008,62,919,2230
534,489,6.0760806734873496e7,3.109281346711823e7,3.0596643584903445e7,7.783037874418697e7,1291.7726104583282,491,475,36116.742296098986,0.7200000000000003,0.5700000000000003,0.2,0.5799999999999996,0.36999999999999944,2013,62,920,2236
535,489,6.0748538085474886e7,3.109281346711823e7,3.05256023341151e7,7.788112557805775e7,1291.7177964047896,490,476,35650.4157230596,0.7200000000000003,0.5700000000000003,0.2,0.5799999999999996,0.36999999999999944,2020,62,921,2242
536,490,6.074141767433145e7,3.1128780662866175e7,3.0458638921407945e7,7.794488549889858e7,1291.3331468177873,491,478,36000.32595165798,0.7200000000000003,0.5700000000000003,0.2,0.5799999999999996,0.36999999999999944,2025,62,923,2246
537,493,6.073149116961207e7,3.1128780662866175e7,3.0392612572531126e7,7.801646798912318e7,1291.3331468177873,493,478,36067.714237625354,0.7200000000000003,0.5700000000000003,0.2,0.5799999999999996,0.36999999999999944,2029,62,927,2252
538,491,6.071809064318787e7,3.1128780662866175e7,3.0325403630236052e7,7.808759854275164e7,1290.9903429648361,493,479,35480.187308991524,0.7200000000000003,0.5700000000000003,0.2,0.5799999999999996,0.36999999999999944,2038,62,929,2252
539,491,6.075630262609652e7,3.1128780662866175e7,3.026286107961401e7,7.815846994224219e7,1290.3106956750978,493,476,35375.41987039156,0.7200000000000003,0.5700000000000003,0.2,0.5799999999999996,0.36999999999999944,2040,62,934,2252
540,493,6.0701083755339324e7,3.1128780662866175e7,3.0188407393518787e7,7.822934134173274e7,1290.3106956750978,493,473,35539.1335594293,0.7300000000000003,0.5800000000000003,0.2,0.5699999999999996,0.3499999999999994,2046,62,936,2253
541,493,6.06565618818004e7,3.1128780662866175e7,3.017604022403549e7,7.8290358193791e7,1289.962587591382,494,474,35277.584009313236,0.7300000000000003,0.5800000000000003,0.2,0.5699999999999996,0.3499999999999994,2049,62,937,2257
542,497,6.060909341287758e7,3.1128780662866175e7,3.016284293734864e7,7.83606767471891e7,1289.962587591382,497,474,35503.552167858135,0.7300000000000003,0.5800000000000003,0.2,0.5699999999999996,0.3499999999999994,2052,62,942,2259
543,499,6.0562842671617754e7,3.115934259956945e7,3.0151139422627814e7,7.843088389518017e7,1289.4931339704644,500,475,35873.05755354668,0.7300000000000003,0.5800000000000003,0.2,0.5699999999999996,0.3499999999999994,2056,62,945,2262
544,501,6.051488599661506e7,3.115934259956945e7,3.0138450880790833e7,7.849623741482216e7,1289.2223987293999,502,475,35969.32923356733,0.7300000000000003,0.5800000000000003,0.2,0.5699999999999996,0.3499999999999994,2061,62,949,2266
545,500,6.046854906024999e7,3.115934259956945e7,3.012575904082261e7,7.855941907195386e7,1288.9024184338039,501,476,35584.84016705304,0.7300000000000003,0.5800000000000003,0.2,0.5699999999999996,0.3499999999999994,2063,63,949,2266
546,501,6.042059591026305e7,3.115934259956945e7,3.011030770987947e7,7.862852085830946e7,1288.6839823111081,502,477,35917.73137643822,0.7300000000000003,0.5800000000000003,0.2,0.5699999999999996,0.3499999999999994,2067,63,951,2270
547,502,6.037220625962883e7,3.115934259956945e7,3.0097532693837117e7,7.869739872629054e7,1288.6839823111081,502,478,35652.06291912268,0.7300000000000003,0.5800000000000003,0.2,0.5699999999999996,0.3499999999999994,2069,63,952,2274
548,505,6.0394516361783005e7,3.115934259956945e7,3.0085704648199666e7,7.876533328902446e7,1288.6839823111081,505,481,35684.558870387315,0.7300000000000003,0.5800000000000003,0.2,0.5699999999999996,0.3499999999999994,2074,63,955,2275
549,505,6.050922632278539e7,3.115934259956945e7,3.0075871058051117e7,7.8824185203528e7,1288.405111535891,507,482,35454.516942326816,0.7300000000000003,0.5800000000000003,0.2,0.5699999999999996,0.3499999999999994,2077,63,957,2279
